,respiratory system disease,integumentary system disease,immune system disease,gastrointestinal system disease,musculoskeletal system disease,acquired metabolic disease,urinary system disease,cardiovascular system disease,nervous system disease,cancer,multiple
23198,0,0,0,0,0,0,0,0,0,0,0
23411,0,0,0,0,0,0,0,0,0,0,1
2971,0,0,0,0,0,0,0,0,0,0,0
3068,0,0,0,0,0,0,0,0,0,0,0
30835,0,0,0,0,0,0,0,0,0,0,0
3106,0,0,0,0,0,0,0,0,0,0,1
329,0,0,0,0,0,0,0,0,0,1,0
330,0,0,0,0,0,0,0,0,0,1,0
3313,0,0,0,0,0,0,0,0,0,0,1
3315,0,0,0,0,0,0,0,0,0,0,1
3320,0,0,0,0,0,0,0,0,0,0,1
3326,0,0,0,0,0,0,0,0,0,1,0
3329,0,0,0,0,0,0,0,0,0,0,1
335,0,0,0,0,0,0,0,0,0,0,1
3566,0,0,0,0,0,0,0,0,0,1,0
3577,0,0,0,1,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,0,0,0,0,0
3692,0,0,0,0,0,0,0,0,0,1,0
3811,0,0,0,0,0,0,0,0,0,0,0
3837,0,0,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0,1,0
397,0,0,0,0,0,0,0,0,0,0,0
4067,0,0,0,0,0,0,0,0,0,0,0
4150,0,0,0,0,0,0,0,0,0,0,0
4153,0,0,0,0,0,0,0,0,0,0,1
4193,0,0,0,0,0,0,0,0,0,0,1
4927,0,0,0,0,0,0,0,0,0,0,0
4953,0,0,0,0,0,0,0,0,0,0,0
5265,0,0,0,0,0,0,0,0,0,0,1
5479,0,0,0,0,0,0,0,0,0,0,0
5685,0,0,0,0,0,0,0,0,0,1,0
5686,0,0,0,0,1,0,0,0,0,0,0
5687,0,0,0,0,0,0,0,1,0,0,0
5692,0,0,0,0,0,0,0,0,0,0,0
5699,0,0,0,0,0,0,0,0,0,0,0
5702,0,0,0,0,0,0,0,0,0,0,0
5705,0,1,0,0,0,0,0,0,0,0,0
5709,0,0,0,0,0,0,0,0,0,0,0
5714,0,0,0,0,0,0,0,0,0,0,0
5719,0,0,0,0,0,0,0,0,0,0,0
5720,0,0,0,0,0,0,0,0,0,1,0
5721,0,0,0,0,0,0,0,0,0,1,0
5727,0,0,0,0,0,0,0,0,0,1,0
581,0,0,0,0,0,0,0,0,0,0,1
5901,0,0,0,0,0,0,0,0,0,0,0
5902,0,0,0,0,0,0,0,0,0,0,0
6347,0,0,0,0,0,0,0,0,0,0,1
6348,0,0,0,0,0,0,0,0,0,0,1
6349,0,0,0,0,0,0,0,0,0,0,0
6356,0,0,0,0,0,0,0,0,0,0,1
6387,0,0,0,0,0,0,0,0,0,0,1
6421,0,1,0,0,0,0,0,0,0,0,0
6426,0,0,0,0,0,0,0,0,0,0,0
64411,0,0,0,0,0,0,0,0,0,0,0
6634,0,0,0,0,0,0,0,0,0,0,0
6722,0,0,0,0,0,0,0,0,0,0,0
6880,0,0,0,0,0,0,1,0,0,0,0
7203,0,0,0,0,0,0,0,0,0,0,0
7266,0,0,0,0,0,0,0,0,0,0,0
7307,0,0,0,0,1,0,0,0,0,0,0
7528,0,0,0,0,0,0,0,0,0,1,0
80273,0,0,0,0,0,0,0,0,0,0,0
85363,0,0,0,0,0,0,0,0,0,0,0
8662,0,0,0,0,0,0,0,0,0,0,0
8683,0,0,0,0,0,0,0,0,0,0,0
9230,0,0,0,0,0,0,0,0,0,0,0
9531,0,0,0,0,0,0,0,1,0,0,0
9861,0,0,0,0,0,1,0,0,0,0,0
998,0,0,0,0,0,0,0,0,0,1,0
100507436,0,0,0,0,0,0,0,0,0,0,1
101929072,0,0,0,0,1,0,0,0,0,0,0
118429,0,0,0,0,1,0,0,0,0,0,0
196527,0,0,0,0,1,0,0,0,0,0,0
23046,0,0,0,0,0,0,0,0,0,0,1
3105,0,0,0,0,0,0,0,0,0,0,1
5734,0,0,0,0,0,0,0,0,0,0,1
64170,0,0,0,0,0,0,0,0,0,0,1
7850,0,0,0,0,0,0,0,0,0,0,1
9755,0,0,0,0,1,0,0,0,0,0,0
10847,0,0,0,0,0,0,0,0,0,1,0
10933,0,0,0,0,0,0,0,0,0,1,0
1387,0,0,0,0,0,0,0,0,0,1,0
1462,0,0,0,0,0,0,0,0,0,1,0
1612,0,0,0,0,0,0,0,0,0,0,1
182,0,0,0,0,0,0,0,0,0,0,1
2011,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,0,0,0,0,0,0,0,0,1
2033,0,0,0,0,0,0,0,0,0,0,1
2175,0,0,0,0,0,0,0,0,0,0,1
2195,0,0,0,0,0,0,0,0,0,1,0
221037,0,0,0,0,0,0,0,0,0,0,1
2264,0,0,0,0,0,0,0,0,0,0,1
2309,0,0,0,0,0,0,0,0,0,0,1
23135,0,0,0,0,0,0,0,0,0,1,0
23209,0,0,0,0,0,0,0,0,0,1,0
23220,0,0,0,0,0,0,0,0,0,1,0
23269,0,0,0,0,0,0,0,0,0,1,0
23543,0,0,0,0,0,0,0,0,0,1,0
23619,0,0,0,0,0,0,0,0,0,1,0
23774,0,0,0,0,0,0,0,0,0,1,0
259266,0,0,0,0,0,0,0,0,0,0,1
2620,0,0,0,0,0,0,0,0,0,1,0
2621,0,0,0,0,0,0,0,0,0,1,0
26292,0,0,0,0,0,0,0,0,0,1,0
27255,0,0,0,0,0,0,0,0,0,1,0
27344,0,0,0,0,0,0,0,0,0,1,0
284058,0,0,0,0,0,0,0,0,0,0,1
29072,0,0,0,0,0,0,0,0,0,1,0
29128,0,0,0,0,0,0,0,0,0,1,0
2982,0,0,0,0,0,0,0,0,0,0,1
3008,0,0,0,0,0,0,0,0,0,1,0
3265,0,0,0,0,0,0,0,0,0,1,0
3485,0,0,0,0,0,0,0,0,0,0,1
358,0,0,0,0,0,0,0,0,0,0,1
3645,0,0,0,0,0,0,0,0,0,1,0
3691,0,0,0,0,0,0,0,0,0,1,0
3852,0,0,0,0,0,0,0,0,0,1,0
3866,0,0,0,0,0,0,0,0,0,1,0
4602,0,0,0,0,0,0,0,0,0,0,1
4603,0,0,0,0,0,0,0,0,0,1,0
4613,0,0,0,0,0,0,0,0,0,1,0
472,0,0,0,0,0,0,0,0,0,0,1
4781,0,0,0,0,0,0,0,0,0,1,0
4851,0,0,0,0,0,0,0,0,0,0,1
50805,0,0,0,0,0,0,0,0,0,0,1
51477,0,0,0,0,0,0,0,0,0,1,0
51514,0,0,0,0,0,0,0,0,0,0,1
51659,0,0,0,0,0,0,0,0,0,1,0
5174,0,0,0,0,0,0,0,0,0,1,0
51742,0,0,0,0,0,0,0,0,0,1,0
5176,0,0,0,0,0,0,0,0,0,1,0
5290,0,0,0,0,0,0,0,0,0,0,1
53335,0,0,0,0,0,0,0,0,0,1,0
54441,0,0,0,0,0,0,0,0,0,1,0
54531,0,0,0,0,0,0,0,0,0,1,0
54756,0,0,0,0,0,0,0,0,0,0,1
54880,0,0,0,0,0,0,0,0,0,1,0
55294,0,0,0,0,0,0,0,0,0,1,0
55534,0,0,0,0,0,0,0,0,0,0,1
55783,0,0,0,0,0,0,0,0,0,1,0
5591,0,0,0,0,0,0,0,0,0,0,1
55914,0,0,0,0,0,0,0,0,0,1,0
5605,0,0,0,0,0,0,0,0,0,1,0
5728,0,0,0,0,0,0,0,0,0,0,1
57419,0,0,0,0,0,0,0,0,0,1,0
5834,0,0,0,0,0,0,0,0,0,0,1
595,0,0,0,0,0,0,0,0,0,0,1
63035,0,0,0,0,0,0,0,0,0,1,0
64324,0,0,0,0,0,0,0,0,0,1,0
6484,0,0,0,0,0,0,0,0,0,1,0
653220,0,0,0,0,0,0,0,0,0,1,0
6595,0,0,0,0,0,0,0,0,0,1,0
6605,0,0,0,0,0,0,0,0,0,1,0
6651,0,0,0,0,0,0,0,0,0,1,0
6659,0,0,0,0,0,0,0,0,0,1,0
6664,0,0,0,0,0,0,0,0,0,1,0
7153,0,0,0,0,0,0,0,0,0,0,1
7403,0,0,0,0,0,0,0,0,0,1,0
7994,0,0,0,0,0,0,0,0,0,1,0
80303,0,0,0,0,0,0,0,0,0,1,0
81029,0,0,0,0,0,0,0,0,0,1,0
81831,0,0,0,0,0,0,0,0,0,1,0
8243,0,0,0,0,0,0,0,0,0,1,0
8332,0,0,0,0,0,0,0,0,0,1,0
8823,0,0,0,0,0,0,0,0,0,1,0
9223,0,0,0,0,0,0,0,0,0,1,0
93986,0,0,0,0,0,0,0,0,0,1,0
9454,0,0,0,0,0,0,0,0,0,1,0
9700,0,0,0,0,0,0,0,0,0,1,0
9863,0,0,0,0,0,0,0,0,0,1,0
9874,0,0,0,0,0,0,0,0,0,0,1
999,0,0,0,0,0,0,0,0,0,0,1
1761,0,0,0,0,0,0,0,0,0,1,0
1911,0,0,0,0,0,0,0,0,0,1,0
2067,0,0,0,0,0,0,0,0,0,0,1
2072,0,0,0,0,0,0,0,0,0,0,1
359787,0,0,0,0,0,0,0,0,0,1,0
4254,0,0,0,0,0,0,0,0,0,0,1
5460,0,0,0,0,0,0,0,0,0,0,1
55729,0,0,0,0,0,0,0,0,0,1,0
6337,0,0,0,0,0,0,0,0,0,0,1
6515,0,0,0,0,0,0,0,0,0,0,1
79923,0,0,0,0,0,0,0,0,0,1,0
928,0,0,0,0,0,0,0,0,0,1,0
9573,0,0,0,0,0,0,0,0,0,0,1
102723878,0,0,1,0,0,0,0,0,0,0,0
154064,0,0,1,0,0,0,0,0,0,0,0
25824,0,0,0,0,0,0,0,0,0,0,1
2833,0,0,0,0,0,0,0,0,0,0,1
3627,0,0,0,0,0,0,0,0,0,0,1
4283,0,0,0,0,0,0,0,0,0,0,1
55014,0,0,0,0,0,0,0,0,0,0,1
64375,0,0,0,0,0,0,0,0,0,0,1
79465,0,0,1,0,0,0,0,0,0,0,0
100188784,0,1,0,0,0,0,0,0,0,0,0
1392,0,0,0,0,0,0,0,0,0,0,1
23328,0,1,0,0,0,0,0,0,0,0,0
23476,0,0,0,0,0,0,0,0,0,0,1
367,0,0,0,0,0,0,0,0,0,0,1
54503,0,0,0,0,0,0,0,0,0,0,1
55806,0,1,0,0,0,0,0,0,0,0,0
6716,0,0,0,0,0,0,0,0,0,0,1
6832,0,1,0,0,0,0,0,0,0,0,0
7421,0,0,0,0,0,0,0,0,0,0,1
7538,0,0,0,0,0,0,0,0,0,0,1
115650,0,0,1,0,0,0,0,0,0,0,0
1380,0,0,0,0,0,0,0,0,0,0,1
23495,0,0,0,0,0,0,0,0,0,0,1
29851,0,0,0,0,0,0,0,0,0,0,1
4790,0,0,0,0,0,0,0,0,0,0,1
4791,0,0,1,0,0,0,0,0,0,0,0
5580,0,0,0,0,0,0,0,0,0,0,1
8742,0,0,1,0,0,0,0,0,0,0,0
930,0,0,1,0,0,0,0,0,0,0,0
931,0,0,1,0,0,0,0,0,0,0,0
975,0,0,1,0,0,0,0,0,0,0,0
987,0,0,1,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,1
1675,0,0,0,0,0,0,0,0,0,0,1
2099,0,0,0,0,0,0,0,0,0,0,1
3727,0,0,0,0,0,0,0,0,0,0,1
406892,0,0,0,0,0,0,1,0,0,0,0
406903,0,0,0,0,0,0,0,0,0,0,1
4803,0,0,0,0,0,0,0,0,0,0,1
5443,0,0,0,0,0,0,0,0,0,0,1
6346,0,0,0,0,0,0,0,0,0,0,1
6351,0,0,0,0,0,0,0,0,0,0,1
6352,0,0,0,0,0,0,0,0,0,0,1
6354,0,0,0,0,0,0,0,0,0,0,1
7490,0,0,0,0,0,0,0,0,0,0,1
1636,0,0,0,0,0,0,0,0,0,0,1
1906,0,0,0,0,0,0,0,0,0,0,1
196743,0,0,0,0,0,0,0,1,0,0,0
2153,0,0,0,0,0,0,0,0,0,0,1
217,0,0,0,0,0,0,0,0,0,0,1
3360,0,0,0,0,0,0,0,1,0,0,0
3613,0,0,0,0,0,0,0,1,0,0,0
3659,0,0,0,0,0,0,0,0,0,0,1
3674,0,0,0,0,0,0,0,0,0,0,1
3685,0,0,0,0,0,0,0,1,0,0,0
3690,0,0,0,0,0,0,0,0,0,0,1
4018,0,0,0,0,0,0,0,1,0,0,0
463,0,0,0,0,0,0,0,0,0,0,1
5144,0,0,0,0,0,0,0,0,0,0,1
5327,0,0,0,0,0,0,0,0,0,0,1
5328,0,0,0,0,0,0,0,0,0,0,1
54498,0,0,0,0,0,0,0,0,0,0,1
5563,0,0,0,0,0,0,0,0,0,0,1
6647,0,0,0,0,0,0,0,0,0,0,1
7291,0,0,0,0,0,0,0,0,0,0,1
7351,0,0,0,0,0,0,0,0,0,0,1
79001,0,0,0,0,0,0,0,1,0,0,0
7941,0,0,0,0,0,0,0,0,0,0,1
92369,0,0,0,0,0,0,0,1,0,0,0
9734,0,0,0,0,0,0,0,1,0,0,0
1909,0,0,0,0,0,0,0,0,0,0,1
1910,0,0,0,0,0,0,0,0,0,0,1
2006,0,0,0,0,0,0,0,0,0,0,1
23414,0,0,0,0,0,0,0,0,0,0,1
2626,0,0,0,0,0,0,0,0,0,0,1
2627,0,0,0,0,0,0,0,0,0,0,1
2697,0,0,0,0,0,0,0,0,0,0,1
3170,0,0,0,0,0,0,0,0,0,0,1
3202,0,0,0,0,0,0,0,0,0,0,1
3213,0,0,0,0,0,0,0,0,0,0,1
3479,0,0,0,0,0,0,0,0,0,0,1
362,0,0,0,0,1,0,0,0,0,0,0
3737,0,0,0,0,1,0,0,0,0,0,0
3745,0,0,0,0,1,0,0,0,0,0,0
3778,0,0,0,0,0,0,0,0,0,0,1
4036,0,0,0,0,0,0,0,0,0,0,1
4846,0,0,0,0,0,0,0,0,0,0,1
4878,0,0,0,0,0,0,0,0,0,0,1
64220,0,0,0,0,0,0,0,0,0,0,1
6439,0,0,0,0,0,0,0,0,0,0,1
6440,0,0,0,0,0,0,0,0,0,0,1
6586,0,0,0,0,1,0,0,0,0,0,0
7026,0,0,0,0,1,0,0,0,0,0,0
7055,0,0,0,0,0,0,0,0,0,0,1
7067,0,0,0,0,1,0,0,0,0,0,0
7068,0,0,0,0,1,0,0,0,0,0,0
7080,0,0,0,0,0,0,0,0,0,0,1
7345,0,0,0,0,0,0,0,0,0,0,1
7412,0,0,0,0,0,0,0,0,0,0,1
8817,0,0,0,0,1,0,0,0,0,0,0
100188812,0,0,0,0,0,0,0,0,1,0,0
100188813,0,0,0,0,0,0,0,0,1,0,0
100188839,0,0,0,0,0,0,0,0,1,0,0
100302512,0,0,0,0,0,0,0,0,1,0,0
100302561,0,0,0,0,0,0,0,0,1,0,0
114781,0,0,0,0,0,0,0,0,1,0,0
192142,0,0,0,0,0,0,0,0,1,0,0
4211,0,0,0,0,0,0,0,0,0,0,1
450097,0,0,0,0,0,0,0,0,1,0,0
5607,0,0,0,0,0,0,0,0,0,0,1
5789,0,0,0,0,0,0,0,0,0,0,1
643714,0,0,0,0,0,0,0,0,0,0,1
10008,0,0,0,0,0,0,0,1,0,0,0
10021,0,0,0,0,0,0,0,1,0,0,0
23171,0,0,0,0,0,0,0,1,0,0,0
23493,0,0,0,0,0,0,0,0,0,0,1
3752,0,0,0,0,0,0,0,1,0,0,0
3764,0,0,0,0,0,0,0,1,0,0,0
54795,0,0,0,0,0,0,0,1,0,0,0
55800,0,0,0,0,0,0,0,1,0,0,0
6324,0,0,0,0,0,0,0,1,0,0,0
6331,0,0,0,0,0,0,0,1,0,0,0
6336,0,0,0,0,0,0,0,1,0,0,0
775,0,0,0,0,0,0,0,0,0,0,1
781,0,0,0,0,0,0,0,0,0,0,1
783,0,0,0,0,0,0,0,0,0,0,1
7871,0,0,0,0,0,0,0,1,0,0,0
1050,0,0,0,0,0,0,0,0,0,1,0
1806,0,0,0,0,0,0,0,0,0,0,1
23532,0,0,0,0,0,0,0,0,0,1,0
2876,0,0,0,0,0,0,0,0,0,0,1
2922,0,0,0,0,0,0,0,0,0,1,0
374,0,0,0,0,0,0,0,0,0,0,1
4118,0,0,0,0,0,0,0,0,0,1,0
5594,0,0,0,0,0,0,0,0,0,0,1
5595,0,0,0,0,0,0,0,0,0,0,1
5888,0,0,0,0,0,0,0,0,0,0,1
5915,0,0,0,0,0,0,0,0,0,1,0
596,0,0,0,0,0,0,0,0,0,0,1
598,0,0,0,0,0,0,0,0,0,0,1
6778,0,0,0,0,0,0,0,0,0,0,1
7389,0,0,0,0,0,0,0,0,0,1,0
7517,0,0,0,0,0,0,0,0,0,1,0
9582,0,0,0,0,0,0,0,0,0,0,1
1019,0,0,0,0,0,0,0,0,0,1,0
1029,0,0,0,0,0,0,0,0,0,0,1
113878,0,0,0,0,0,0,0,0,0,1,0
1559,0,0,0,0,0,0,0,0,0,0,1
238,0,0,0,0,0,0,0,0,0,1,0
27436,0,0,0,0,0,0,0,0,0,1,0
28514,0,0,0,0,0,0,0,0,0,1,0
388585,0,0,0,0,0,0,0,0,0,0,1
4255,0,0,0,0,0,0,0,0,0,0,1
441478,0,0,0,0,0,0,0,0,0,1,0
5970,0,0,0,0,0,0,0,0,0,0,1
6608,0,0,0,0,0,0,0,0,0,1,0
6696,0,0,0,0,0,0,0,0,0,0,1
7052,0,0,0,0,0,0,0,0,0,0,1
100048912,0,0,0,0,0,0,0,0,0,0,1
100188791,0,0,0,0,0,0,0,0,0,1,0
100270642,0,0,0,0,0,0,0,0,0,1,0
100270643,0,0,0,0,0,0,0,0,0,1,0
100270644,0,0,0,0,0,0,0,0,0,1,0
11073,0,0,0,0,0,0,0,0,0,1,0
11262,0,0,0,0,0,0,0,0,0,0,1
115761,0,0,0,0,0,0,0,0,0,1,0
23451,0,0,0,0,0,0,0,0,0,1,0
23547,0,0,0,0,0,0,0,0,0,1,0
25797,0,0,0,0,0,0,0,0,0,0,1
25865,0,0,0,0,0,0,0,0,0,0,1
25913,0,0,0,0,0,0,0,0,0,1,0
26034,0,0,0,0,0,0,0,0,0,0,1
28444,0,0,0,0,0,0,0,0,0,1,0
29125,0,0,0,0,0,0,0,0,0,1,0
29949,0,0,0,0,0,0,0,0,0,0,1
3117,0,0,0,0,0,0,0,0,0,0,1
3431,0,0,0,0,0,0,0,0,0,1,0
3500,0,0,0,0,0,0,0,0,0,0,1
355,0,0,0,0,0,0,0,0,0,0,1
3662,0,0,0,0,0,0,0,0,0,0,1
3676,0,0,0,0,0,0,0,0,0,0,1
400997,0,0,0,0,0,0,0,0,0,1,0
406935,0,0,0,0,0,0,0,0,0,1,0
406937,0,0,0,0,0,0,0,0,0,1,0
406950,0,0,0,0,0,0,0,0,0,1,0
4988,0,0,0,0,0,0,0,0,0,0,1
5027,0,0,0,0,0,0,0,0,0,0,1
51176,0,0,0,0,0,0,0,0,0,1,0
5423,0,0,0,0,0,0,0,0,0,0,1
5527,0,0,0,0,0,0,0,0,0,1,0
55892,0,0,0,0,0,0,0,0,0,0,1
57476,0,0,0,0,0,0,0,0,0,1,0
578,0,0,0,0,0,0,0,0,0,0,1
59,0,0,0,0,0,0,0,0,0,0,1
5934,0,0,0,0,0,0,0,0,0,1,0
64506,0,0,0,0,0,0,0,0,0,1,0
64864,0,0,0,0,0,0,0,0,0,1,0
7037,0,0,0,0,0,0,0,0,0,0,1
8101,0,0,0,0,0,0,0,0,0,1,0
81037,0,0,0,0,0,0,0,0,0,1,0
817,0,0,0,0,0,0,0,0,0,0,1
8302,0,0,0,0,0,0,0,0,0,0,1
841,0,0,0,0,0,0,0,0,0,0,1
8600,0,0,0,0,0,0,0,0,0,0,1
8792,0,0,0,0,0,0,0,0,0,0,1
90427,0,0,0,0,0,0,0,0,0,1,0
9855,0,0,0,0,0,0,0,0,0,1,0
100528022,0,0,0,0,0,0,0,0,1,0,0
1146,0,0,0,0,0,0,0,0,1,0,0
317761,0,0,0,0,0,0,0,0,1,0,0
388336,0,0,0,0,0,0,0,0,1,0,0
3908,0,0,0,0,0,0,0,0,0,0,1
4642,0,0,0,0,0,0,0,0,1,0,0
5095,0,0,0,0,0,0,0,0,1,0,0
54715,0,0,0,0,0,0,0,0,1,0,0
55748,0,0,0,0,0,0,0,0,1,0,0
56479,0,0,0,0,0,0,0,0,1,0,0
57369,0,0,0,0,0,0,0,0,1,0,0
5801,0,0,0,0,0,0,0,0,1,0,0
5923,0,0,0,0,0,0,0,0,1,0,0
6096,0,0,0,0,0,0,0,0,1,0,0
70,0,0,0,0,0,0,0,0,0,0,1
776,0,0,0,0,0,0,0,0,1,0,0
79698,0,0,0,0,0,0,0,0,1,0,0
9414,0,0,0,0,0,0,0,0,1,0,0
1234,0,0,0,0,0,0,0,0,0,0,1
1548,0,0,0,0,0,0,0,0,0,0,1
1576,0,0,0,0,0,0,0,0,0,1,0
282617,0,0,0,0,0,0,0,0,0,0,1
3077,0,0,0,0,0,0,0,0,0,0,1
4015,0,0,0,0,0,0,0,0,0,0,1
4017,0,0,0,0,0,0,0,0,0,0,1
4023,0,0,0,0,0,0,0,0,0,0,1
949,0,0,0,0,0,0,0,0,0,0,1
11186,0,0,0,0,0,0,0,0,0,0,1
1734,0,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,0,0,0,0,0,0,0,1
2246,0,0,0,0,0,0,0,0,0,0,1
22827,0,0,0,0,0,0,0,0,0,0,0
23741,0,0,0,0,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,0,0,0,0,1
2662,0,0,0,0,0,0,0,0,0,1,0
2719,0,0,0,0,0,0,0,0,0,1,0
2934,0,0,0,0,1,0,0,0,0,0,0
2944,0,0,0,0,0,0,0,0,0,0,1
324,0,0,0,0,0,0,0,0,0,0,1
4582,0,0,0,0,0,0,0,0,0,1,0
4771,0,0,0,0,0,0,0,0,0,1,0
4831,0,0,0,0,0,0,0,0,0,1,0
5154,0,0,0,0,0,0,0,0,0,0,1
5241,0,0,0,0,0,0,0,0,0,1,0
54716,0,0,0,0,0,0,1,0,0,0,0
55600,0,0,0,0,0,1,0,0,0,0,0
56034,0,0,0,0,0,0,0,0,0,0,0
6850,0,0,0,0,0,0,0,0,0,0,1
7296,0,0,0,0,0,0,0,0,0,0,1
7515,0,0,0,0,0,0,0,0,0,1,0
84700,0,0,0,0,0,0,0,0,0,0,0
8915,0,0,0,0,0,0,0,0,0,1,0
94274,0,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0,0
128674,0,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,1
2253,0,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,1,0
23767,0,0,0,0,0,0,0,0,0,0,0
26012,0,0,0,0,0,0,0,0,0,0,0
3730,0,0,0,0,0,0,0,0,0,0,0
389549,0,0,0,0,0,0,0,0,0,0,0
55636,0,0,0,0,0,0,0,0,0,0,0
60675,0,0,0,0,0,0,0,0,0,0,0
6663,0,0,0,0,0,0,0,0,0,0,0
6870,0,0,0,0,0,0,0,0,0,0,0
81848,0,0,0,0,0,0,0,0,0,1,0
84634,0,0,0,0,0,0,0,0,0,1,0
8820,0,0,0,0,0,0,0,0,0,0,0
8822,0,0,0,0,0,0,0,0,0,0,0
9394,0,0,0,0,0,0,0,0,0,0,0
11067,0,0,0,0,0,0,0,0,0,1,0
1174,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0
2168,0,0,0,0,0,0,1,0,0,0,0
26471,0,0,0,0,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0,0,0,1,0
4047,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0
55062,0,0,0,0,0,0,0,0,0,0,0
6319,0,0,0,0,0,0,0,0,0,1,0
64838,0,0,0,0,0,0,0,0,0,0,0
6876,0,0,0,0,0,0,0,0,0,0,1
79153,0,0,0,0,0,0,0,0,0,0,0
83729,0,0,0,0,0,0,0,0,0,0,0
8431,0,0,0,0,0,1,0,0,0,0,0
101927366,0,0,0,0,0,1,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,1
153,0,0,0,0,0,0,0,0,0,0,1
1536,0,0,0,0,0,0,0,0,0,0,1
2335,0,0,0,0,0,0,0,0,0,0,1
23671,0,0,0,0,0,0,0,0,0,0,1
346171,0,0,0,0,0,1,0,0,0,0,0
3630,0,0,0,0,0,0,0,0,0,0,1
3667,0,0,0,0,0,0,0,0,0,0,1
3799,0,0,0,0,0,0,0,0,0,0,1
3953,0,0,0,0,0,0,0,0,0,0,1
4217,0,0,0,0,0,0,0,0,0,0,1
4508,0,0,0,0,0,0,0,0,0,0,1
547,0,0,0,0,0,1,0,0,0,0,0
5879,0,0,0,0,0,0,0,0,0,0,1
7058,0,0,0,0,0,1,0,0,0,0,0
8639,0,0,0,0,0,0,0,0,0,0,1
8856,0,0,0,0,0,0,0,0,0,0,1
9970,0,0,0,0,0,0,0,0,0,0,1
10059,0,0,0,0,0,0,0,0,0,0,1
10084,0,0,0,0,0,0,0,0,0,0,0
10293,0,0,0,0,0,0,0,0,0,0,0
10617,0,0,0,0,0,0,0,0,1,0,0
10733,0,0,0,0,0,0,0,0,0,0,0
11284,0,0,0,0,0,0,0,0,0,0,0
1778,0,0,0,0,0,0,0,0,1,0,0
2074,0,0,0,0,0,0,0,0,1,0,0
2290,0,0,0,0,0,0,0,0,1,0,0
26128,0,0,0,0,0,0,0,0,0,0,0
283989,0,0,0,0,0,0,0,0,1,0,0
284403,0,0,0,0,0,0,0,0,0,0,0
3796,0,0,0,0,0,0,1,0,0,0,0
3800,0,0,0,0,0,0,0,0,0,0,0
407975,0,0,0,0,0,0,0,0,0,0,0
4998,0,0,0,0,0,0,0,0,0,0,0
6513,0,0,0,0,0,0,0,0,0,0,1
6925,0,0,0,0,0,0,0,0,0,0,1
701,0,0,0,0,0,0,0,0,0,0,1
7283,0,0,0,0,0,0,0,0,0,0,0
79042,0,0,0,0,0,0,0,0,0,0,1
80254,0,0,0,0,0,0,0,0,0,0,0
80746,0,0,0,0,0,0,0,0,1,0,0
84879,0,0,0,0,0,0,0,0,0,0,0
8573,0,0,0,0,0,0,0,0,0,0,0
10763,0,0,0,0,0,0,0,0,0,0,1
10855,0,0,0,0,0,0,0,0,0,0,1
1649,0,0,0,0,0,0,0,0,0,0,1
3689,0,0,0,0,0,0,0,0,0,0,1
7431,0,0,0,0,0,0,0,0,0,0,1
22808,0,0,0,0,0,0,0,1,0,0,0
2950,0,0,0,0,0,0,0,0,0,0,1
5420,0,0,0,0,0,0,0,0,0,0,1
9332,0,0,0,0,0,0,0,0,0,0,1
114327,0,0,0,0,0,0,0,0,1,0,0
1181,0,0,0,0,0,0,0,0,1,0,0
2562,0,0,0,0,0,0,0,0,1,0,0
2566,0,0,0,0,0,0,0,0,1,0,0
50966,0,0,0,0,0,0,0,0,1,0,0
51305,0,0,0,0,0,0,0,0,1,0,0
773,0,0,0,0,0,0,0,0,1,0,0
8629,0,0,0,0,0,0,0,0,1,0,0
8912,0,0,0,0,0,0,0,0,1,0,0
9254,0,0,0,0,0,0,0,0,1,0,0
2911,0,0,0,0,0,0,0,0,1,0,0
2912,0,0,0,0,0,0,0,0,1,0,0
2913,0,0,0,0,0,0,0,0,0,0,1
2914,0,0,0,0,0,0,0,0,0,0,1
3749,0,0,0,0,0,0,0,0,1,0,0
3791,0,0,0,0,0,0,0,0,0,0,1
4514,0,0,0,0,0,0,0,0,0,0,1
4887,0,0,0,0,0,0,0,0,1,0,0
5025,0,0,0,0,0,0,0,0,1,0,0
57468,0,0,0,0,0,0,0,0,1,0,0
623,0,0,0,0,0,0,0,0,1,0,0
6505,0,0,0,0,0,0,0,0,1,0,0
6558,0,0,0,0,0,0,0,0,0,0,1
7010,0,0,0,0,0,0,0,0,0,0,1
