id,role_0,role_1
6167,100,0
199834,69,0
1522,27,0
7704,164,0
79784,45,0
10465,158,0
79447,18,0
6734,35,0
51734,22,0
23433,23,0
3239,43,0
91392,2,0
163,127,0
8365,59,0
221496,17,0
114825,7,0
3035,118,0
10228,61,0
8731,18,0
23633,81,0
4052,18,0
28977,95,0
3838,223,0
4528,44,0
6285,39,0
10397,110,0
1797,16,0
9353,11,0
23511,49,0
7784,9,0
284521,1,0
65265,66,0
1616,216,0
8661,133,0
51582,17,0
51567,34,0
398,15,0
645455,101,0
10381,121,0
5585,114,0
5297,40,0
8737,98,0
30001,25,0
79954,21,0
134430,58,0
204,51,0
1947,32,0
7074,44,0
151613,14,0
11345,159,0
3586,13,0
851736,1,0
6364,5,0
7043,17,0
125150,7,0
5892,49,0
2826,14,0
2963,90,0
9150,68,0
79176,20,0
90827,6,0
3857,53,0
9694,111,0
284654,13,0
55231,14,0
6249,35,0
10428,11,0
1439,35,0
5290,82,0
2248,8,0
3978,47,0
4056,4,0
241,7,0
55041,55,0
81490,8,0
286499,13,0
64432,100,0
10360,27,0
10625,73,0
2683,33,0
80108,13,0
55588,99,0
548596,27,0
74470,53,0
60493,31,0
112609,8,0
56246,7,0
54894,22,0
5439,74,0
10302,27,0
3563,19,0
4261,34,0
3068,212,0
55110,65,0
26019,101,0
196513,30,0
8424,15,0
54534,129,0
140938,1,0
55022,20,0
25827,19,0
5199,32,0
22908,18,0
55670,6,0
54960,24,0
22889,14,0
7071,19,0
11326,62,0
57335,17,0
55076,2,0
26206,89,0
284312,48,0
9344,16,0
6835,56,0
57602,37,0
27037,38,0
9748,22,0
10169,27,0
51545,84,0
7076,14,0
3817,20,0
482,8,0
23237,8,0
63898,79,0
1316,18,0
1952,16,0
4350,96,0
9960,34,0
5313,22,0
7486,53,0
10890,54,0
92170,10,0
157697,2,0
17222,14,0
57587,41,0
64129,23,0
27324,16,0
8935,15,0
115948,33,0
51122,26,0
23029,34,0
7156,35,0
3419,54,0
54644,7,0
727957,4,0
282335,2,0
10120,49,0
708,233,0
23608,77,0
222166,21,0
8995,1,0
8784,6,0
54957,17,0
379,22,0
23162,36,0
3678,50,0
5020,6,0
7867,24,0
23223,66,0
26985,67,0
5170,106,0
8498,61,0
391356,7,0
83746,75,0
4637,143,0
3938,16,0
4759,23,0
80306,83,0
25937,34,0
73804,14,0
58524,73,0
11920,6,0
23190,26,0
9354,26,0
8344,100,0
8458,53,0
4931,27,0
23244,69,0
404636,11,0
20826,46,0
10494,57,0
84271,66,0
10332,9,0
2705,24,0
5217,49,0
22927,33,0
5588,136,0
164312,6,0
4729,86,0
4331,63,0
2967,46,0
22797,11,0
5771,39,0
10621,43,0
21951,17,0
7494,31,0
67490,59,0
114984,17,0
27034,63,0
8687,74,0
140807,20,0
80232,57,0
64783,170,0
26528,80,0
3030,106,0
196528,38,0
158405,14,0
733,3,0
4282,77,0
6860,12,0
3305,163,0
10527,94,0
92736,41,0
23787,51,0
3577,21,0
5473,26,0
55226,156,0
5814,29,0
10730,38,0
51726,86,0
55139,11,0
10053,36,0
1174,26,0
54532,26,0
100328572,2,0
116461,27,0
9761,22,0
5575,93,0
7565,13,0
284996,73,0
84294,36,0
4988,77,0
8471,105,0
4342,65,0
6002,18,0
5534,30,0
10054,85,0
10726,89,0
55173,104,0
13627,34,0
1615,86,0
23035,14,0
9672,39,0
4125,21,0
9147,20,0
4999,65,0
1965,87,0
9114,86,0
381644,65,0
90480,93,0
56420,31,0
4100,79,0
84969,22,0
7040,108,0
440051,53,0
9411,12,0
255626,95,0
8970,18,0
5411,144,0
60625,93,0
64776,13,0
375567,55,0
688,62,0
4519,73,0
4731,79,0
6385,27,0
3295,72,0
8871,13,0
8892,56,0
68581,72,0
402643,7,0
10277,77,0
84905,13,0
3207,8,0
11325,50,0
10200,42,0
8666,60,0
84616,65,0
4092,94,0
3572,43,0
362,11,0
147804,1,0
286343,16,0
10398,30,0
51070,22,0
57703,178,0
162333,8,0
853973,1,0
762,6,0
16709,73,0
8971,146,0
26130,36,0
5922,2,0
376267,4,0
9656,194,0
283576,4,0
10550,34,0
51562,85,0
5318,60,0
5764,105,0
148066,12,0
9551,54,0
7421,125,0
208768,1,0
23348,5,0
2181,51,0
79968,46,0
3091,180,0
1999,58,0
337880,110,0
22872,51,0
10427,35,0
10254,74,0
55215,51,0
64395,119,0
84256,23,0
146664,108,0
9170,8,0
140901,6,0
237459,1,0
9373,38,0
2923,142,0
84167,11,0
60491,167,0
118881,69,0
10901,15,0
403,14,0
54517,42,0
8672,37,0
9844,20,0
57541,20,0
19386,77,0
331,162,0
10213,120,0
29956,39,0
2737,29,0
10283,93,0
79959,204,0
10572,41,0
29105,137,0
51504,50,0
55322,6,0
1337,18,0
7384,120,0
4739,68,0
2491,43,0
51773,59,0
67465,35,0
80830,9,0
79876,80,0
2625,42,0
2994,5,0
51643,33,0
55827,36,0
4478,146,0
267,111,0
27132,32,0
283303,9,0
5226,65,0
20227,22,0
55742,35,0
9779,19,0
3623,10,0
3625,10,0
10472,13,0
353133,67,0
2873,68,0
7629,71,0
51128,15,0
170506,198,0
100356064,3,0
10787,44,0
11031,31,0
8649,85,0
79682,81,0
54331,51,0
8912,7,0
3972,7,0
3973,16,0
26275,32,0
5547,26,0
100526836,67,0
4144,45,0
856862,10,0
23558,21,0
8356,78,0
23177,22,0
65003,139,0
79839,88,0
8148,99,0
6907,52,0
3386,17,0
51560,29,0
2903,36,0
56478,57,0
1102,12,0
7923,39,0
1164,25,0
389677,21,0
1558,14,0
11518,2,0
3694,10,0
7259,25,0
142689,28,0
154664,5,0
854889,2,0
353132,70,0
692089,1,0
60626,37,0
64219,53,0
908,190,0
2673,79,0
51426,41,0
83747,8,0
493861,27,0
80142,17,0
9156,26,0
4835,16,0
348110,13,0
215387,18,0
121599,4,0
51121,92,0
56852,74,0
55327,42,0
8896,167,0
9381,2,0
1374,57,0
5684,299,0
10059,58,0
25820,42,0
162427,71,0
7905,51,0
7106,44,0
8646,54,0
22827,258,0
7073,81,0
55466,43,0
29991,7,0
653404,19,0
203328,20,0
50489,5,0
55593,21,0
23414,18,0
6541,11,0
4820,14,0
80324,37,0
79811,22,0
79871,65,0
54438,41,0
60509,2,0
54585,26,0
53972,1,0
152189,2,0
9736,41,0
57129,102,0
57655,16,0
51150,82,0
5334,38,0
8526,26,0
4915,40,0
4335,16,0
98,11,0
58487,17,0
10688,1,0
9092,225,0
4130,36,0
7518,43,0
80114,3,0
55011,62,0
23299,67,0
5669,22,0
80308,41,0
23624,40,0
40,6,0
80856,28,0
5570,8,0
140902,3,0
51100,79,0
4919,8,0
50619,50,0
5862,114,0
445,90,0
1586,37,0
5447,38,0
126069,10,0
79710,10,0
51373,87,0
100359600,1,0
1977,73,0
11212,63,0
5105,98,0
7187,138,0
10198,31,0
29760,50,0
388512,22,0
2690,53,0
5780,25,0
55388,60,0
10844,86,0
55142,99,0
54930,37,0
7248,117,0
70470,34,0
2532,8,0
240,31,0
5001,41,0
112858,53,0
129831,36,0
55143,53,0
51066,3,0
1378,11,0
9372,52,0
4758,29,0
55907,38,0
7126,57,0
10021,7,0
13194,53,0
222698,4,0
2153,16,0
8475,2,0
54709,50,0
6941,13,0
26271,37,0
25921,20,0
7345,63,0
84872,44,0
978,45,0
2785,20,0
2790,29,0
4312,25,0
29126,46,0
91949,27,0
7448,97,0
9128,225,0
91452,20,0
54343,4,0
8417,94,0
51026,179,0
2110,65,0
55536,60,0
3420,33,0
6156,238,0
10179,64,0
26505,78,0
83896,89,0
56605,17,0
57552,5,0
3176,14,0
64773,10,0
23030,18,0
10475,36,0
5036,123,0
80331,9,0
7832,25,0
9807,17,0
80153,34,0
26931,5,0
200523,44,0
57591,25,0
664,52,0
55527,19,0
50754,4,0
64764,14,0
27241,12,0
9729,29,0
2767,50,0
5739,14,0
153657,22,0
4109,38,0
6445,8,0
8910,7,0
56505,88,0
51728,15,0
84329,7,0
4036,56,0
280717,1,0
65983,27,0
110809,70,0
2189,60,0
154075,7,0
192111,62,0
4802,87,0
90326,4,0
2152,23,0
222484,45,0
85007,5,0
167227,72,0
28990,15,0
51295,110,0
85369,46,0
4513,69,0
27124,39,0
16765,8,0
2162,14,0
5584,179,0
13859,7,0
11337,102,0
23208,14,0
11017,139,0
227197,1,0
5732,3,0
5737,14,0
54386,160,0
6672,58,0
5431,133,0
79677,47,0
28999,20,0
667,82,0
65062,149,0
339665,3,0
80864,9,0
4189,27,0
1130,42,0
57060,9,0
9796,36,0
51651,24,0
4782,40,0
24139,19,0
22796,26,0
84342,23,0
80975,7,0
127495,10,0
4645,46,0
29941,45,0
873,52,0
51001,29,0
277,4,0
4589,23,0
7490,54,0
64975,101,0
729540,5,0
3090,29,0
856154,1,0
22929,56,0
388646,12,0
84061,39,0
6275,73,0
18518,2,0
23583,38,0
11075,41,0
55917,40,0
51637,82,0
10643,293,0
5734,15,0
10618,65,0
3163,58,0
374882,7,0
31,82,0
8536,42,0
55860,31,0
57594,108,0
114803,14,0
23467,2,0
4885,5,0
3848,111,0
6523,3,0
712,30,0
715,11,0
2530,24,0
65986,37,0
20466,32,0
912,11,0
9047,39,0
10535,41,0
26063,14,0
162968,39,0
151903,26,0
29068,25,0
2539,75,0
9266,39,0
79706,25,0
8683,195,0
120,35,0
3362,29,0
23154,30,0
10379,28,0
26145,19,0
7227,25,0
8192,16,0
5241,79,0
4701,119,0
103573,10,0
9066,9,0
51065,135,0
23549,31,0
55690,19,0
84680,4,0
545389,29,0
23466,61,0
51352,20,0
4900,17,0
121391,16,0
8900,82,0
6744,50,0
29665,10,0
79720,44,0
23122,44,0
4893,34,0
339229,44,0
585,38,0
246333,1,0
23397,46,0
5289,38,0
22859,19,0
22943,17,0
653269,11,0
7253,41,0
1200,18,0
27287,90,0
408029,4,0
84950,33,0
1544,30,0
154865,48,0
28996,77,0
26118,18,0
55266,7,0
57146,20,0
64901,7,0
8045,33,0
5304,17,0
27246,41,0
79621,40,0
5654,20,0
1039,82,0
5275,13,0
727956,4,0
7179,3,0
57161,36,0
89870,42,0
344387,11,0
80139,13,0
200424,6,0
23564,38,0
8805,80,0
732272,68,0
8553,88,0
92675,11,0
28984,8,0
51451,11,0
3805,9,0
51106,10,0
4833,38,0
160,121,0
25759,11,0
4916,25,0
10412,47,0
5005,4,0
8729,42,0
5902,48,0
4547,6,0
165918,46,0
23163,54,0
57664,8,0
9021,79,0
166379,13,0
10592,84,0
5802,42,0
16571,28,0
1161,38,0
399693,72,0
1829,49,0
69159,4,0
51686,16,0
116115,70,0
115106,133,0
23522,66,0
220074,2,0
55681,130,0
51143,47,0
1215,10,0
3553,23,0
9228,29,0
7265,93,0
56906,16,0
91445,66,0
57448,50,0
79159,93,0
124626,10,0
10956,68,0
29855,12,0
2931,93,0
23195,45,0
54675,4,0
1871,42,0
4605,54,0
57720,2,0
6339,5,0
7023,109,0
87178,28,0
171568,22,0
11128,60,0
23649,68,0
728071,9,0
1565,5,0
1456,14,0
2287,48,0
9310,5,0
55223,24,0
6240,41,0
80270,47,0
128977,32,0
4692,62,0
23741,27,0
57037,27,0
5019,82,0
2222,28,0
9704,8,0
26576,60,0
24851,1,0
23097,63,0
90864,12,0
340069,13,0
1452,141,0
55749,62,0
29945,61,0
10749,33,0
6092,27,0
54949,30,0
9247,33,0
11281,141,0
8520,62,0
5522,39,0
4299,38,0
140858,28,0
26586,36,0
3737,23,0
2672,17,0
9777,46,0
800,51,0
5133,33,0
55212,30,0
4724,97,0
79609,14,0
51068,58,0
10617,67,0
57132,39,0
9963,28,0
3093,107,0
22888,22,0
1814,22,0
54102,4,0
3732,40,0
3112,4,0
4713,75,0
9824,27,0
3856,96,0
80218,30,0
84340,11,0
114757,4,0
10425,73,0
23479,23,0
118980,15,0
23093,23,0
4801,52,0
54499,46,0
114883,22,0
8907,111,0
283237,52,0
84701,17,0
89958,19,0
81624,28,0
8473,118,0
57521,86,0
353143,38,0
3872,38,0
26054,13,0
1801,23,0
26108,9,0
856607,6,0
213,198,0
26165,4,0
154313,60,0
388818,94,0
202151,7,0
113174,36,0
7709,38,0
4751,50,0
16440,1,0
51067,24,0
22884,18,0
3804,8,0
6317,30,0
23567,42,0
643314,6,0
84313,36,0
51028,37,0
5792,51,0
7264,34,0
122953,30,0
2553,37,0
134359,70,0
64770,80,0
23426,59,0
26060,73,0
1511,40,0
117283,26,0
11143,75,0
6721,111,0
56891,35,0
6173,135,0
8546,63,0
64092,13,0
3316,121,0
12462,39,0
64223,47,0
201501,4,0
55802,52,0
124637,32,0
1327,67,0
71890,28,0
85364,16,0
1368,32,0
8668,164,0
4926,111,0
23215,33,0
10975,73,0
3211,11,0
93380,117,0
54542,17,0
55661,59,0
8411,48,0
3293,32,0
163126,16,0
5054,37,0
57510,77,0
51225,81,0
51684,61,0
55061,41,0
79937,15,0
4714,92,0
26502,19,0
5525,47,0
8216,56,0
10743,24,0
51116,178,0
847,64,0
6786,25,0
5141,30,0
27154,18,0
6620,22,0
1748,115,0
2059,76,0
9712,19,0
4644,63,0
75991,6,0
57823,16,0
26232,28,0
4898,58,0
1839,14,0
8565,57,0
3554,29,0
2740,57,0
55530,4,0
51564,87,0
100288797,33,0
6901,92,0
5066,27,0
92906,26,0
397,20,0
100009225,3,0
7332,141,0
143686,4,0
2770,105,0
55193,47,0
2629,52,0
177,14,0
10129,5,0
7391,86,0
27349,36,0
113179,6,0
55227,19,0
81539,22,0
85025,20,0
51184,43,0
9441,108,0
1939,23,0
89941,28,0
93611,20,0
91603,22,0
80028,44,0
146057,9,0
90627,21,0
3601,13,0
2703458,14,0
5393,49,0
8456,36,0
5320,25,0
419,24,0
3148,61,0
64925,3,0
100533105,4,0
10522,24,0
29102,64,0
8379,87,0
23971,26,0
51466,37,0
1193,6,0
11159,17,0
23137,20,0
8359,181,0
9705,1,0
60489,11,0
11257,3,0
3851,38,0
3383,157,0
3612,42,0
10616,91,0
85437,39,0
9743,50,0
306,15,0
4744,21,0
5308,53,0
11176,24,0
851789,1,0
59338,11,0
2959,146,0
9611,177,0
125,29,0
1540,56,0
142678,18,0
4356,51,0
10477,115,0
4281,61,0
84837,3,0
137964,14,0
81622,38,0
5366,14,0
66642,12,0
9946,7,0
57111,21,0
22841,45,0
51135,31,0
84277,12,0
56424,15,0
2895,12,0
26012,21,0
11336,37,0
18596,2,0
9443,64,0
1263,25,0
116228,8,0
3798,36,0
10256,25,0
114822,16,0
54475,20,0
23506,26,0
4199,20,0
11151,44,0
7057,54,0
51720,75,0
22954,83,0
55314,3,0
79109,25,0
2631,50,0
2241,29,0
55191,23,0
19821,3,0
7994,50,0
81812,1,0
3455,19,0
8629,25,0
3482,42,0
26266,26,0
79956,25,0
27089,134,0
84439,2,0
9014,45,0
55702,48,0
4318,37,0
56547,3,0
22895,17,0
54617,35,0
221504,53,0
191,83,0
5331,88,0
9778,12,0
9380,54,0
3082,17,0
796,9,0
11243,45,0
3708,67,0
9478,11,0
5165,23,0
23527,8,0
92421,22,0
2752,33,0
67773,27,0
55683,9,0
7048,110,0
7042,24,0
856839,1,0
1589,16,0
7182,53,0
9055,35,0
10280,10,0
54739,15,0
64170,129,0
8994,40,0
6938,102,0
23130,21,0
850764,1,0
90507,14,0
6712,43,0
10153,48,0
855584,1,0
178,56,0
1082,6,0
10940,76,0
288516,1,0
7579,50,0
5784,41,0
2731,22,0
13345,1,0
23167,13,0
1981,122,0
9605,28,0
93166,9,0
2566,17,0
51304,7,0
3709,21,0
117245,7,0
155060,13,0
8558,10,0
5357,30,0
27236,58,0
475,16,0
54700,32,0
4987,4,0
5368,1,0
221785,10,0
23743,10,0
22836,28,0
373156,109,0
57680,51,0
196,47,0
4094,22,0
10988,34,0
4160,20,0
51257,16,0
286410,14,0
9140,70,0
131034,38,0
27297,27,0
2820,18,0
553115,58,0
27033,51,0
81844,21,0
80344,27,0
10260,12,0
3560,36,0
5455,7,0
6663,37,0
7320,87,0
170384,14,0
154386,79,0
12055,19,0
26965,35,0
257202,35,0
7025,49,0
80777,39,0
28960,40,0
55120,60,0
66661,208,0
79888,18,0
3680,13,0
6878,83,0
55604,12,0
164153,3,0
6309,6,0
85379,36,0
8839,9,0
80267,5,0
79989,7,0
163033,22,0
84460,21,0
2972,28,0
9329,168,0
7468,52,0
83743,49,0
6880,132,0
284451,9,0
43808,2,0
9337,41,0
1653,156,0
5971,107,0
333932,29,0
104,36,0
23212,76,0
91408,26,0
9943,38,0
1557,29,0
221016,2,0
192166,1,0
26960,12,0
9184,77,0
84944,15,0
30850,57,0
386674,75,0
80700,55,0
64098,32,0
52,46,0
11848,25,0
9586,134,0
11130,93,0
127253,5,0
80304,40,0
55161,81,0
23039,76,0
11317,3,0
283556,3,0
1181,19,0
114034,66,0
6910,10,0
440145,40,0
23144,117,0
10682,29,0
255193,13,0
6819,9,0
7678,49,0
4139,32,0
120114,7,0
23160,18,0
64175,73,0
7137,35,0
23294,95,0
5338,54,0
9887,27,0
81846,13,0
6652,64,0
10212,82,0
5087,54,0
339390,23,0
64928,103,0
347,29,0
90993,154,0
23471,23,0
1175,26,0
139322,3,0
57172,8,0
25876,5,0
79666,127,0
7101,30,0
283450,6,0
9921,45,0
60492,30,0
5407,17,0
9388,9,0
7844,19,0
5999,20,0
889,17,0
81892,53,0
6261,33,0
27248,35,0
3990,16,0
64853,15,0
4514,25,0
55165,117,0
145483,60,0
388403,3,0
8612,6,0
79872,15,0
55199,19,0
3077449,27,0
64400,43,0
729830,1,0
2318,98,0
12914,19,0
114799,22,0
16562,20,0
377,25,0
196463,14,0
58490,78,0
4659,102,0
64860,2,0
5977,72,0
63908,29,0
283638,19,0
55336,7,0
174,16,0
323,29,0
8988,21,0
5090,48,0
26291,11,0
9500,175,0
55717,55,0
64204,1,0
6164,110,0
7326,25,0
1465,20,0
2011,101,0
51096,24,0
2056,9,0
81579,11,0
5529,52,0
23406,28,0
6103,34,0
134492,49,0
165055,49,0
26273,17,0
80022,67,0
10928,75,0
1662,18,0
8844,20,0
80228,7,0
2334,5,0
23014,22,0
8543,135,0
79441,43,0
2267,68,0
60560,5,0
8814,11,0
114990,78,0
85406,13,0
83930,2,0
401135,1,0
54502,14,0
5325,11,0
5880,28,0
5256,25,0
57097,15,0
64333,27,0
23143,12,0
6251,31,0
10282,37,0
2354,35,0
2592,13,0
850605,1,0
2114,50,0
23094,36,0
26137,15,0
2779,5,0
6004,22,0
50943,77,0
114884,20,0
25791,15,0
989,79,0
23176,32,0
114294,87,0
317,26,0
55157,19,0
5688,132,0
9144,9,0
29886,20,0
6446,112,0
1854,100,0
2324,25,0
10207,76,0
143098,21,0
2678,9,0
286016,4,0
3437,68,0
10826,5,0
79022,40,0
140258,40,0
5373,17,0
4780,82,0
6866,12,0
22808,13,0
79803,20,0
851944,1,0
790,129,0
88,103,0
75767,12,0
25871,13,0
57544,15,0
55824,21,0
104416,18,0
54922,22,0
11009,27,0
7335,93,0
9499,16,0
10112,39,0
79009,37,0
55083,35,0
3561,38,0
3581,23,0
51647,67,0
2686,14,0
4884,21,0
987,22,0
139596,10,0
7371,11,0
235542,12,0
256586,12,0
9801,107,0
225745,42,0
965,10,0
4907,77,0
7084,14,0
9623,38,0
51586,79,0
1634,37,0
1759,99,0
84934,10,0
51042,23,0
79019,46,0
10981,21,0
8870,17,0
5526,12,0
2803,33,0
5870,46,0
104831,40,0
254048,5,0
27255,5,0
12340,19,0
253725,16,0
10768,151,0
10691,17,0
8399,53,0
9847,30,0
19373,7,0
79886,10,0
374403,8,0
675,88,0
112950,66,0
1052,30,0
22887,18,0
55148,42,0
57644,33,0
3687,6,0
79754,22,0
58511,31,0
578,34,0
9442,47,0
5365,9,0
64218,6,0
10299,19,0
6713,9,0
2356,11,0
7107,6,0
64151,40,0
4832,27,0
79616,35,0
51602,189,0
3880,98,0
9689,62,0
84233,20,0
9208,28,0
11193,48,0
79828,5,0
2495,63,0
1933,143,0
339,14,0
6327,86,0
8317,60,0
7389,22,0
333,59,0
2590,27,0
5898,86,0
54874,22,0
29763,86,0
51703,12,0
10319,22,0
12,31,0
4862,32,0
151230,12,0
7290,40,0
85236,15,0
114908,5,0
2122,34,0
139231,7,0
8541,24,0
7410,80,0
1743,48,0
1349,18,0
7716,55,0
3795,29,0
11773,3,0
7545,62,0
281719,1,0
1014,4,0
29074,108,0
84433,28,0
80332,14,0
56637,25,0
54566,16,0
200895,12,0
9873,51,0
133383,4,0
2155,19,0
84464,172,0
80097,25,0
10614,62,0
3018,59,0
81567,72,0
5255,14,0
85365,18,0
6522,25,0
7988,30,0
55969,50,0
84833,30,0
4735,95,0
91608,12,0
9527,41,0
10797,34,0
9846,55,0
353134,55,0
6905,19,0
64789,1,0
9670,42,0
6286,26,0
4255,75,0
80342,48,0
51072,39,0
390535,31,0
51185,25,0
5037,65,0
139285,15,0
6347,29,0
4323,38,0
9167,23,0
1489079,5,0
8677,19,0
56997,23,0
55003,119,0
5757,87,0
56886,58,0
211,67,0
79796,14,0
2199,32,0
54704,16,0
3122,47,0
2042,23,0
3600,7,0
890,138,0
124245,67,0
23268,32,0
65059,17,0
215051,10,0
84866,77,0
3913,23,0
158798,15,0
3858,68,0
9915,70,0
28511,7,0
29058,11,0
2009,11,0
56006,41,0
353497,10,0
183,25,0
153684,4,0
51390,7,0
84441,10,0
65065,12,0
56943,19,0
142679,13,0
728774,2,0
5782,78,0
64921,1,0
4791,192,0
17886,192,0
132884,85,0
27131,39,0
5179,8,0
29974,25,0
113730,23,0
91283,3,0
2893,22,0
10645,32,0
123169,53,0
236930,33,0
5360,29,0
7368,10,0
440552,13,0
84289,63,0
6406,22,0
8877,18,0
984,42,0
23194,7,0
441518,10,0
54867,28,0
307,17,0
18759,29,0
692204,1,0
3454,30,0
6646,44,0
11079,34,0
5376,24,0
1054,30,0
4306,31,0
5224,24,0
27257,44,0
10196,45,0
6955,37,0
84766,34,0
3742,11,0
23272,24,0
10350,1,0
9191,34,0
843,47,0
81576,25,0
137209,48,0
1809,33,0
58484,15,0
488,82,0
54780,23,0
467,61,0
6617,13,0
9290,4,0
9818,51,0
222696,19,0
10293,38,0
9495,40,0
3850,54,0
83666,8,0
64710,19,0
54881,129,0
161424,47,0
124512,28,0
1016,5,0
23413,31,0
11141,2,0
3040,40,0
100505793,1,0
10891,75,0
4007,28,0
64763,18,0
10897,50,0
3675,24,0
27,50,0
91748,37,0
9532,123,0
5309,4,0
9732,12,0
29993,67,0
2107,51,0
7247,47,0
55284,80,0
1890,16,0
8346,29,0
10062,43,0
8079,41,0
3202,25,0
406884,2,0
3578,2,0
5908,81,0
9252,92,0
21812,18,0
79602,8,0
80233,36,0
29844,51,0
67241,8,0
7286,20,0
10092,46,0
2540977,1,0
3663,39,0
135892,36,0
79050,49,0
29893,21,0
6580,2,0
401296,34,0
4622,15,0
5414,21,0
10181,36,0
56924,21,0
835,44,0
146330,9,0
23324,5,0
116113,14,0
4836,79,0
55752,42,0
4940,17,0
52563,45,0
89777,19,0
118924,30,0
85313,19,0
55920,53,0
11144,25,0
255231,1,0
855849,1,0
2069,5,0
2066,62,0
56935,16,0
6708,41,0
57698,35,0
147409,18,0
1601,106,0
7572,81,0
7775,14,0
10576,217,0
10318,122,0
84133,12,0
79960,32,0
64769,45,0
11104,46,0
51750,35,0
4008,52,0
1032,35,0
107,26,0
5138,23,0
285464,50,0
5292,53,0
26094,15,0
642947,27,0
66863,1,0
5045,41,0
25879,29,0
55801,1,0
8820,20,0
79734,64,0
9107,16,0
1027,106,0
341,11,0
2735,64,0
9517,15,0
123283,28,0
56715,1,0
7436,13,0
5156,63,0
65244,16,0
26953,29,0
50807,47,0
3156,34,0
147179,21,0
10806,9,0
19877,25,0
84893,21,0
4602,93,0
151121,47,0
3077,6,0
51256,35,0
9124,32,0
29098,11,0
59029,2,0
22893,49,0
254958,66,0
55656,20,0
93145,15,0
1146,17,0
8815,76,0
22890,104,0
6704,8,0
5590,227,0
91147,54,0
27252,82,0
12013,22,0
127254,3,0
22933,62,0
25782,24,0
3891,46,0
1013,15,0
83463,14,0
56392,49,0
9445,35,0
218811,58,0
164684,6,0
79101,48,0
4867,84,0
5596,58,0
55602,44,0
4725,80,0
1612,61,0
5724,12,0
401563,4,0
56267,13,0
9456,54,0
7224,18,0
55234,56,0
5314,4,0
6507,8,0
22948,173,0
27145,5,0
2182,37,0
432,24,0
199675,11,0
57559,41,0
25862,42,0
57326,41,0
605,23,0
64216,19,0
1823,28,0
13424,14,0
152098,3,0
233064,1,0
51490,11,0
11333,20,0
132660,60,0
84069,37,0
64866,11,0
94,22,0
10802,57,0
3104,46,0
124590,15,0
75786,29,0
51606,48,0
100132476,14,0
9938,28,0
10570,17,0
9951,8,0
9953,9,0
4705,89,0
161514,25,0
23095,48,0
5506,50,0
3208,15,0
5327,35,0
7419,166,0
10456,131,0
344558,8,0
843182,1,0
51592,82,0
11137,135,0
286262,38,0
92840,47,0
286204,2,0
826,63,0
353145,43,0
51200,12,0
111,40,0
8654,27,0
817,84,0
12417,4,0
65260,17,0
3142,3,0
78988,19,0
18222,17,0
11160,99,0
1201,91,0
51144,43,0
56005,17,0
83988,26,0
80129,3,0
18000,13,0
2746,39,0
19046,71,0
54474,53,0
285971,17,0
9674,3,0
466,38,0
3726,64,0
89890,31,0
90379,21,0
91703,21,0
54541,16,0
7975,20,0
8660,61,0
79931,24,0
57473,89,0
27042,20,0
6935,40,0
10818,34,0
84699,39,0
55829,25,0
26191,23,0
5364,27,0
7450,20,0
55585,12,0
9578,21,0
4313,42,0
1396,41,0
10297,19,0
8364,55,0
23043,127,0
1155,45,0
57563,21,0
1874,59,0
10687,52,0
146540,21,0
254394,6,0
10473,5,0
729440,30,0
253128,24,0
54677,9,0
440275,17,0
74549,10,0
23355,10,0
54954,8,0
9783,6,0
851273,1,0
8324,14,0
80013,24,0
1152,83,0
51111,6,0
22978,59,0
79637,48,0
390792,35,0
128488,6,0
9810,74,0
4076,58,0
79930,38,0
26031,43,0
54888,72,0
387856,12,0
140836,16,0
6869,5,0
143187,15,0
185,42,0
479,31,0
9804,49,0
1600,81,0
6015,113,0
84295,43,0
9816,14,0
266812,33,0
65057,69,0
29920,36,0
219072,29,0
4760,22,0
11284,89,0
8493,51,0
76614,26,0
54620,25,0
8653,18,0
7461,11,0
9111,73,0
3127,14,0
28972,9,0
112464,62,0
51141,39,0
7360,53,0
2712,5,0
10553,7,0
64083,23,0
1503,73,0
9202,31,0
55698,31,0
221935,9,0
140730,5,0
4190,43,0
64174,19,0
234857,32,0
6942,39,0
4107,14,0
340542,14,0
348807,4,0
117159,43,0
8927,7,0
23025,9,0
57506,71,0
51535,51,0
26086,25,0
4084,31,0
8706,24,0
84659,7,0
116870,37,0
81929,69,0
2314,79,0
1198,76,0
29108,40,0
79632,11,0
81603,69,0
12700,2,0
5700,147,0
10588,7,0
79664,39,0
124220,37,0
405,58,0
7054,36,0
7299,8,0
9815,55,0
9088,19,0
1723,12,0
4502,27,0
3280,61,0
57180,24,0
343069,31,0
9530,137,0
79183,3,0
22839,51,0
60412,49,0
27351,24,0
5864,43,0
93646,1,0
80230,46,0
28973,111,0
56829,56,0
25844,25,0
4508,17,0
64927,72,0
4719,114,0
49855,7,0
84466,25,0
4897,10,0
2054,64,0
228421,8,0
64397,24,0
100090,30,0
2993,6,0
84662,44,0
26150,25,0
54039,35,0
79065,58,0
23584,28,0
205860,36,0
910,49,0
50780,2,0
285203,11,0
76044,12,0
4354,58,0
56339,12,0
80069,5,0
60559,11,0
5787,42,0
220164,18,0
9570,37,0
57608,2,0
57096,59,0
9928,54,0
4192,24,0
4544,18,0
51297,55,0
10288,10,0
23452,1,0
19016,9,0
79697,12,0
70790,26,0
55035,17,0
91442,16,0
