id,role_0,role_1,role_2,role_3,role_4
57590,19,2907,167,4,0
230,94,16097,4041,330,0
51138,96,21077,3781,779,0
200186,32,9251,415,81,0
23235,34,10232,451,110,0
8463,83,10220,3297,106,0
8663,142,30445,6563,3448,0
53635,18,4988,138,15,0
90427,25,2871,275,25,0
254428,13,2615,77,1,0
6904,48,9941,1020,108,0
3170,26,1163,324,1,0
54433,80,10915,3012,148,0
337966,43,3956,776,127,0
26999,46,9093,889,146,0
818077,1,45,0,0,0
4038,9,700,35,1,0
25861,14,1054,89,2,0
56302,23,2807,245,8,0
4297,111,16948,5180,925,0
9541,20,3357,168,22,0
10100,11,2330,52,3,0
56947,88,3854,3769,59,0
442247,42,2260,847,14,0
5607,42,8103,791,70,0
8878,244,39401,28084,1562,0
851607,1,1644,0,0,0
56704,40,5901,759,21,0
57763,33,7334,473,55,0
79641,13,2168,74,4,0
10263,18,4154,148,5,0
642,59,11639,1627,84,0
6159,279,41827,21283,17498,0
6376,2,999,1,0,0
1524,2,6,1,0,0
57142,109,13928,5649,237,0
23645,28,7141,329,49,0
79863,13,764,77,1,0
643008,5,266,10,0,0
9813,4,2835,3,3,0
51412,35,7452,430,165,0
10105,43,3922,832,71,0
10469,34,5367,492,69,0
79020,26,2826,322,3,0
7059,64,3680,2001,15,0
26052,38,5011,663,40,0
23493,36,5458,581,49,0
51550,35,8251,553,42,0
9126,144,29279,9266,1030,0
83732,31,13652,387,78,0
11179,20,2251,185,5,0
29089,31,5202,443,22,0
57088,102,12501,4688,463,0
80179,178,14107,13703,2050,0
79035,38,6905,640,63,0
209584,9,424,34,2,0
1496,14,4762,77,14,0
1969,68,14931,2097,181,0
79173,36,9296,585,45,0
55217,6,841,11,4,0
79577,107,15252,5343,328,0
80705,83,9608,3151,252,0
128989,22,3627,214,17,0
6868,28,7155,341,37,0
54539,67,3188,1216,995,0
10632,68,7956,1953,325,0
4509,22,3300,117,114,0
73422,2,451,1,0,0
55094,116,21335,3260,3410,0
284391,10,2696,42,3,0
4792,210,35410,20137,1808,0
56061,39,6560,617,124,0
9625,19,2251,166,5,0
10165,96,22346,3089,1471,0
348093,67,5865,1980,231,0
3084,96,8521,4280,280,0
5433,74,9834,1987,714,0
51585,50,11767,1002,223,0
23576,9,5161,29,7,0
54476,33,5896,483,45,0
54575,43,3140,688,215,0
3501,22,1724,227,4,0
6696,97,11719,4552,104,0
4717,52,1882,30,1296,0
117246,101,21218,3828,1222,0
55159,48,16345,989,139,0
79187,43,5217,882,21,0
80303,9,892,36,0,0
10529,39,6422,698,43,0
26037,29,4452,364,42,0
10134,85,17492,3274,296,0
9260,137,23240,8539,777,0
7280,125,21691,7192,558,0
22809,18,3375,145,8,0
10794,12,3159,63,3,0
701,96,11349,4063,497,0
9587,28,3992,346,32,0
29119,48,5041,1082,46,0
91574,4,3122,5,1,0
85366,21,4521,190,20,0
50650,12,5029,58,8,0
7402,59,10181,1592,119,0
10460,79,6659,3020,61,0
57103,8,3388,25,3,0
7249,72,16853,2286,270,0
24253,49,5797,1091,85,0
471,73,12521,2393,235,0
60528,50,8789,1137,88,0
81789,17,1143,135,1,0
53371,63,9399,1785,168,0
6607,71,13278,2078,407,0
8491,21,6065,188,22,0
8650,58,12622,1471,182,0
66413,31,3053,211,254,0
1060,61,9280,1071,759,0
29937,35,4911,488,107,0
3015,70,9645,2080,335,0
8295,125,16830,6636,1114,0
7456,41,8065,727,93,0
9063,202,32605,17154,3147,0
3762,7,322,10,11,0
3765,7,329,10,11,0
55131,138,29428,3258,6195,0
55854,39,9259,675,66,0
10061,45,13065,856,134,0
11127,39,10049,683,58,0
919,45,3985,873,117,0
156110,65,7794,2001,79,0
8434,30,4916,401,34,0
9811,10,2369,41,4,0
3930,46,13666,884,151,0
9716,184,23763,5722,11114,0
29925,45,3343,959,31,0
8347,38,9766,640,63,0
71702,16,3679,27,93,0
65095,24,5553,227,49,0
22823,22,5427,202,29,0
6839,188,18163,16688,890,0
4302,35,10585,555,40,0
6625,244,43324,18008,11638,0
10885,31,7256,362,103,0
1978,58,9828,1519,134,0
10019,16,5610,91,29,0
51533,21,5120,182,28,0
311,52,9133,1229,97,0
5833,26,3880,298,27,0
855363,1,1644,0,0,0
334,43,11142,796,107,0
112574,28,7831,343,35,0
838,5,312,7,3,0
9698,35,13230,526,69,0
220359,4,535,5,1,0
1641,48,12482,1051,77,0
10942,14,1810,85,6,0
5859,166,35225,12453,1242,0
8999,7,3655,17,4,0
5896,23,7101,218,35,0
23172,30,9081,380,55,0
57215,35,4869,562,33,0
55337,56,10729,1249,291,0
22376,1,289,0,0,0
29274,2,1917,0,1,0
51727,27,6752,310,41,0
20218,3,887,2,1,0
4800,79,16357,2766,315,0
116449,28,4220,346,32,0
169792,23,2288,249,4,0
1101,5,238,9,1,0
3688,148,19275,10287,591,0
55924,9,5299,34,2,0
10142,103,13724,4993,260,0
7257,118,11686,6792,111,0
53347,82,12703,3149,172,0
8358,76,11512,2355,495,0
8368,57,16139,1304,292,0
657,47,4787,983,98,0
317761,3,99,3,0,0
1234,47,4010,1008,73,0
388372,10,501,41,4,0
10541,59,18612,1485,226,0
9043,45,10752,862,128,0
285598,9,470,36,0,0
6949,166,34113,7372,6323,0
5884,30,3261,354,81,0
999,133,21516,8180,598,0
4218,62,9104,1746,145,0
117177,40,3180,760,20,0
5119,52,7497,1123,203,0
4103,41,5083,803,17,0
112616,19,1036,171,0,0
1902,98,2844,4704,49,0
2773,112,15076,5874,342,0
25489,77,6293,2872,54,0
5532,44,6277,894,52,0
7979,136,19150,8088,1092,0
55174,27,3209,193,158,0
9636,194,28619,17795,926,0
269966,57,5710,1286,310,0
4920,40,8543,702,78,0
81631,127,11984,7631,370,0
8019,27,11446,302,49,0
11016,31,3053,428,37,0
1386,245,36545,28104,1786,0
55723,65,9174,1768,312,0
7273,74,18716,2440,261,0
6169,239,38610,18127,10314,0
57798,22,5873,174,57,0
7681,158,16118,11710,693,0
1831,35,10342,520,75,0
716,8,1248,20,8,0
55308,24,7594,239,37,0
374659,18,3257,149,4,0
22995,109,10151,5349,537,0
9125,41,10654,675,145,0
5527,43,9741,784,119,0
1736,99,23288,3906,945,0
2729,10,2314,43,2,0
2937,34,4276,477,84,0
373073,2,881,0,1,0
8535,131,16340,7795,720,0
761,3,1044,2,1,0
56925,35,1298,594,1,0
572,70,13616,2132,283,0
321,14,3273,84,7,0
9378,29,619,402,4,0
2171,49,9084,941,235,0
390637,11,2515,54,1,0
6926,27,6042,325,26,0
23286,45,10571,859,131,0
55290,59,4784,1678,33,0
113026,43,1541,453,450,0
89869,43,1055,454,449,0
7029,13,1258,45,33,0
2319,90,16516,3641,364,0
5355,46,5080,1001,34,0
245902,12,1762,61,5,0
6241,55,11880,1339,146,0
4843,153,27708,10188,1440,0
6742,101,22179,4565,485,0
6591,23,9013,204,49,0
7159,184,27060,15957,879,0
7918,68,13366,2148,130,0
54902,38,2723,691,12,0
5939,15,7165,83,22,0
8788,70,2647,2405,10,0
81537,13,2748,76,2,0
7087,22,2304,226,5,0
10694,181,35751,14443,1847,0
100128588,2,374,0,1,0
94239,37,13954,545,121,0
10715,2,595,1,0,0
50649,82,21764,738,2583,0
192670,82,17313,2651,670,0
29777,28,6348,357,21,0
64061,49,5510,1141,35,0
51258,87,4528,586,3155,0
28986,20,3839,183,7,0
3587,5,568,8,2,0
7297,92,17349,3853,333,0
10636,20,5867,178,12,0
2243,44,7547,860,86,0
23429,63,13237,1683,270,0
80314,43,5139,535,368,0
222194,15,4057,99,6,0
10093,76,17609,2267,583,0
55127,57,13814,1504,92,0
17355,16,915,96,24,0
905,17,3554,100,36,0
3161,37,5653,621,45,0
10291,291,39507,28858,13337,0
83443,64,9478,1107,909,0
5521,159,29204,11264,1297,0
66352,5,258,10,0,0
55346,29,6255,394,12,0
5316,31,5188,426,39,0
22848,22,8374,150,81,0
54925,41,4841,686,134,0
352954,14,1226,37,54,0
3087,36,6530,563,67,0
9910,30,3016,422,13,0
26512,62,10578,1527,364,0
5441,96,12143,3593,967,0
79074,10,4423,23,22,0
19052,55,4212,1337,148,0
9989,33,7736,453,75,0
84858,19,2198,156,15,0
11083,32,9573,430,66,0
9592,30,4988,409,26,0
8242,46,8733,926,109,0
2878,19,1260,65,106,0
34,86,11016,3065,590,0
4683,88,13504,3253,575,0
317749,6,145,15,0,0
728294,4,174,6,0,0
1762,48,6097,1080,48,0
23293,16,2934,97,23,0
10554,14,6108,82,9,0
126129,16,361,84,36,0
56937,7,1883,21,0,0
10807,56,12602,1331,209,0
64396,48,7460,1049,79,0
9830,37,6898,595,71,0
124790,51,9275,1157,118,0
55906,18,1173,151,2,0
79036,48,5101,1096,32,0
51388,27,7005,258,93,0
17187,54,6232,1336,95,0
1373,48,9873,1033,95,0
337968,162,12194,12298,743,0
51386,84,20312,2581,905,0
63931,104,8471,1991,3365,0
8615,71,11617,2347,138,0
3673,35,2945,568,27,0
8976,82,17038,2987,334,0
813,119,19142,6487,534,0
22824,68,10839,2080,198,0
238,96,12308,4260,300,0
283349,26,6593,239,86,0
599,25,5000,275,25,0
226977,28,3855,311,67,0
170680,20,3131,180,10,0
11224,277,38858,21461,16765,0
7388,92,4955,2808,1378,0
842058,1,262,0,0,0
2975,189,35552,11093,6673,0
3337,105,21838,4953,507,0
2017,142,27331,9114,897,0
7849,28,4324,353,25,0
2192,73,8774,2498,130,0
50808,16,4261,112,8,0
222229,41,7792,729,91,0
143662,2,24,1,0,0
83417,7,824,21,0,0
22885,15,3690,92,13,0
1595,48,3656,853,275,0
22601,27,4663,267,84,0
22099,1,117,0,0,0
6611,50,8048,1112,113,0
51514,56,11940,1301,239,0
4646,87,22859,3118,623,0
54958,18,3056,136,17,0
8890,64,13148,1420,596,0
1491,44,5519,892,54,0
9470,67,16274,2042,169,0
2669,113,16032,6063,265,0
11343,24,911,232,44,0
4173,162,36016,9269,3772,0
3181,331,63999,42732,11883,0
85294,99,6747,4110,741,0
136051,11,3261,29,26,0
11122,5,2079,8,2,0
1470,15,4668,93,12,0
427,19,2370,167,4,0
57118,34,7583,516,45,0
7095,21,2256,208,2,0
64220,5,2398,9,1,0
328,109,24106,5367,519,0
148581,70,6098,2353,62,0
3921,276,48096,27933,10017,0
6857,43,6741,835,68,0
402055,3,3578,2,1,0
51166,3,81,0,3,0
8564,4,85,1,5,0
51193,18,1578,141,12,0
57621,44,9765,843,103,0
5883,46,7145,865,170,0
10445,145,17155,9971,469,0
4798,36,5682,483,147,0
55362,78,8270,2846,157,0
55283,55,1408,1484,1,0
56479,9,1666,33,3,0
220717,100,22166,1942,3008,0
10959,42,7165,760,101,0
6419,12,1611,60,6,0
79068,15,1358,76,29,0
55636,27,4463,248,103,0
10567,81,6939,3115,125,0
9699,18,3531,140,13,0
84536,7,1217,16,5,0
23612,96,13552,4369,191,0
9183,47,9451,986,95,0
5303,37,6318,631,35,0
84689,6,161,15,0,0
113452,16,3138,104,16,0
47,72,22246,2261,295,0
6720,70,10908,2046,369,0
1431,35,11253,505,90,0
8050,35,4970,487,108,0
140597,14,4437,83,8,0
23780,32,3448,490,6,0
22913,179,36492,10772,5159,0
2475,160,26756,11910,810,0
84232,15,1935,99,6,0
9232,40,8734,696,84,0
5166,6,347,13,2,0
653240,57,6418,1033,563,0
2219,17,406,132,4,0
5793,31,5096,414,51,0
3151,15,6668,83,22,0
157378,9,2428,29,7,0
2870,28,4269,371,7,0
27430,41,10579,709,111,0
75608,84,5407,3406,80,0
8208,54,10527,1167,264,0
4214,240,41938,26278,2402,0
51081,120,14884,3533,3607,0
1808,60,11424,1641,129,0
51069,101,7060,1807,3243,0
57144,45,5382,939,51,0
4069,33,9471,475,53,0
219854,24,1325,271,5,0
6431,182,33907,6614,9857,0
146705,52,10682,1279,47,0
59271,35,1140,590,5,0
55624,16,1845,118,2,0
64772,11,237,33,22,0
85439,43,7062,619,284,0
476,160,30393,11089,1631,0
8554,189,34102,14306,3460,0
55576,8,1985,20,8,0
23647,65,10814,1953,127,0
5213,70,14755,2218,197,0
56259,169,21573,5587,8609,0
18749,30,3025,349,86,0
26127,55,6981,1235,250,0
3659,58,11000,1459,194,0
56926,26,7981,271,54,0
51429,40,12750,700,80,0
26259,43,12041,718,185,0
5698,79,7839,2144,937,0
246329,40,3612,749,31,0
7274,22,4960,201,30,0
339834,63,6359,1814,139,0
74493,18,1363,141,12,0
9196,8,3018,26,2,0
330,85,12505,3091,479,0
55611,94,21912,3884,487,0
55631,13,4502,70,8,0
84245,12,3223,61,5,0
5868,120,12766,6830,310,0
4294,48,6151,1087,41,0
7942,17,2868,128,8,0
3683,12,1186,58,8,0
1437,19,4070,148,23,0
4001,121,28228,6662,598,0
56915,95,13235,4189,276,0
5551,9,2478,34,2,0
23166,7,401,18,3,0
12261,61,5903,1771,59,0
10845,34,10270,521,40,0
8987,19,2163,150,21,0
3603,99,15122,4619,232,0
10811,52,7235,1281,45,0
124739,32,3302,485,11,0
23551,22,3902,193,38,0
84108,57,8436,1389,207,0
322,93,18272,3814,464,0
147746,29,3585,388,18,0
4957,129,15468,7514,742,0
26886,25,944,230,70,0
2315,5,560,10,0,0
84967,21,4619,135,75,0
57567,19,4055,148,23,0
6675,17,4657,124,12,0
9262,16,3151,117,3,0
991,159,25150,11342,1219,0
8483,2,302,1,0,0
23481,72,20720,1760,796,0
997,71,13808,2248,237,0
63943,17,8894,100,36,0
97064,18,4076,105,48,0
57498,53,8864,1320,58,0
23209,21,1248,206,4,0
307548,1,20,0,0,0
79908,42,1415,855,6,0
55254,7,416,21,0,0
26973,52,6975,1223,103,0
22826,178,23031,6515,9238,0
10640,55,6139,1388,97,0
5395,56,10166,1390,150,0
114327,39,4118,717,24,0
440836,10,2220,40,5,0
107242,63,11880,1738,215,0
55662,44,8829,894,52,0
57182,7,3715,20,1,0
57578,4,2434,5,1,0
3008,52,12646,1124,202,0
6716,21,843,26,184,0
353,34,10148,481,80,0
8833,57,12868,1435,161,0
2339,27,2276,332,19,0
83983,21,7416,146,64,0
29890,28,7596,343,35,0
91768,19,4591,122,49,0
3514,28,4250,344,34,0
8402,48,10864,1074,54,0
56334,116,8006,6509,161,0
7044,11,1194,18,37,0
116173,87,7147,3684,57,0
2261,56,7215,1471,69,0
8887,100,16126,4606,344,0
51043,44,8001,878,68,0
4621,9,1393,32,4,0
1062,39,6966,695,46,0
113961,1,247,0,0,0
221656,22,2383,214,17,0
1781,64,13294,1766,250,0
55718,42,3372,675,186,0
6281,55,9757,1423,62,0
17127,40,4351,750,30,0
22870,57,10759,1423,173,0
9100,51,13654,1111,164,0
281370,2,666,0,1,0
6573,10,1538,42,3,0
7021,18,3997,138,15,0
79665,20,4276,182,8,0
26532,5,387,10,0,0
23580,30,7162,361,74,0
19346,1,60,0,0,0
2665,61,11341,1681,149,0
23189,11,4193,46,9,0
20128,3,335,0,3,0
55704,67,11272,2115,96,0
5641,18,3122,147,6,0
84942,14,1782,90,1,0
6757,23,4914,217,36,0
4113,52,9664,987,339,0
29028,21,5467,192,18,0
79727,85,9708,3253,317,0
23185,27,12248,291,60,0
5027,19,5971,149,22,0
8239,139,29262,8683,908,0
5699,28,4442,209,169,0
5691,108,17827,3943,1835,0
100134938,13,738,75,3,0
4878,17,2685,131,5,0
51397,15,1182,27,78,0
6945,26,7194,307,18,0
84063,10,1731,44,1,0
94005,42,7442,799,62,0
8419,47,4335,1011,70,0
140909,1,923,0,0,0
55075,40,8848,748,32,0
114932,44,5704,884,62,0
8682,36,5455,567,63,0
8772,85,10205,3255,315,0
6929,206,25304,20258,857,0
21423,3,1858,2,1,0
3055,142,22979,9393,618,0
9693,105,13042,5323,137,0
554313,57,16609,1305,291,0
10251,28,2942,325,53,0
7372,45,7008,947,43,0
3145,17,4771,128,8,0
3763,11,634,42,13,0
83902,42,2775,751,110,0
29090,4,1197,6,0,0
26267,5,2521,7,3,0
3892,49,7923,1019,157,0
57534,67,11267,1985,226,0
993,64,18979,1747,269,0
8888,39,7596,703,38,0
1121,22,1128,201,30,0
57695,19,6766,112,59,0
23526,11,2073,54,1,0
135228,21,2345,191,19,0
26469,14,5705,70,21,0
5530,85,10795,3360,210,0
5819,37,6429,557,109,0
81851,201,10048,18720,1380,0
23328,14,3067,67,24,0
23400,61,3508,1819,11,0
55353,16,1898,112,8,0
83759,64,13089,1857,159,0
961,34,5050,507,54,0
163183,97,3789,4604,52,0
7702,29,2651,402,4,0
51368,46,2866,1005,30,0
23353,19,3309,164,7,0
51319,38,7734,638,65,0
60673,45,4483,907,83,0
2309,81,19056,2776,464,0
10755,52,6699,1292,34,0
9276,68,14049,2014,264,0
57038,19,2498,165,6,0
127829,8,938,28,0,0
10859,8,712,16,12,0
931,23,3683,230,23,0
25524,1,247,0,0,0
55964,32,2568,423,73,0
8195,23,6065,198,55,0
10523,97,18991,3551,1105,0
2800,28,3211,366,12,0
10095,73,15738,2116,512,0
81627,24,10410,240,36,0
84284,20,7297,160,30,0
57569,1,264,0,0,0
54353,1,318,0,0,0
6048,74,6980,2623,78,0
64755,11,1125,51,4,0
150,24,3536,243,33,0
79709,24,7674,241,35,0
5351,43,13204,781,122,0
22003,97,8020,3950,706,0
80305,13,2591,77,1,0
26523,77,24776,2095,831,0
1122,12,885,48,18,0
4773,53,8577,1272,106,0
5606,40,7284,689,91,0
9479,36,6644,543,87,0
336,21,1882,186,24,0
8694,6,505,13,2,0
6627,267,34307,22793,12718,0
10421,194,24089,9758,8963,0
29088,109,12843,2448,3438,0
55168,90,7205,823,3182,0
84286,1,2129,0,0,0
135138,19,7107,87,84,0
64324,41,6672,770,50,0
83933,21,4039,188,22,0
7469,27,8996,291,60,0
25562,2,489,1,0,0
142686,20,3675,153,37,0
5514,41,11259,716,104,0
214444,19,2352,132,39,0
170589,22,602,231,0,0
4012,38,5754,688,15,0
84188,13,4330,76,2,0
4016,4,840,6,0,0
84941,13,1188,75,3,0
65018,62,11563,1673,218,0
22850,15,5438,95,10,0
10568,11,338,55,0,0
84152,16,4372,87,33,0
8794,14,2712,88,3,0
55892,8,4517,22,6,0
100505385,47,3991,1067,14,0
10270,69,20798,2070,276,0
222,48,2248,885,243,0
1047,37,5691,597,69,0
3845,78,13039,2910,93,0
54764,169,17936,13744,452,0
94121,29,2713,387,19,0
83755,149,10934,9604,1422,0
440023,75,6952,1763,1012,0
7013,321,33577,49811,1549,0
10130,96,22307,4205,355,0
54800,13,5209,64,14,0
124923,6,568,12,3,0
51247,15,10394,80,25,0
113878,102,9891,4914,237,0
402381,27,2543,305,46,0
55026,12,3277,63,3,0
25801,20,4208,183,7,0
22863,16,3297,95,25,0
11274,20,4383,182,8,0
8780,28,9685,343,35,0
57730,14,1708,84,7,0
55663,59,7510,1534,177,0
6850,138,19892,8529,924,0
129563,12,4096,55,11,0
939,33,3781,511,17,0
56913,9,219,26,10,0
4776,28,7130,319,59,0
23404,59,8112,1459,252,0
348174,14,2918,85,6,0
4126,12,1038,63,3,0
51454,9,794,31,5,0
27076,114,5287,6396,45,0
9772,5,474,8,2,0
320271,14,1179,89,2,0
5211,72,18125,2343,213,0
121457,35,8460,572,23,0
150082,18,1710,144,9,0
64930,19,1600,168,3,0
7818,138,16778,5898,3555,0
1184,7,2971,19,2,0
5542,6,1070,14,1,0
6361,5,541,10,0,0
6778,78,9880,2821,182,0
389289,1,1863,0,0,0
84612,89,11992,3750,166,0
7392,46,7813,976,59,0
5959,15,2021,74,31,0
22828,45,13149,499,491,0
25771,22,1177,228,3,0
64746,30,7776,379,56,0
55324,31,9003,428,37,0
8479,37,9385,536,130,0
83606,77,11292,2623,303,0
4715,95,6809,2905,1560,0
79698,10,4746,31,14,0
4594,24,2949,208,68,0
55715,43,7514,836,67,0
23382,33,4563,513,15,0
55726,19,1036,129,42,0
25896,53,4624,1219,159,0
23022,49,9878,1087,89,0
116540,145,11889,7261,3179,0
23204,82,8280,3202,119,0
1824,15,3682,84,21,0
1466,15,4748,92,13,0
5552,43,5973,867,36,0
130574,30,1225,427,8,0
253558,13,4193,75,3,0
9675,44,7630,804,142,0
8751,48,7442,1059,69,0
831,51,9283,1163,112,0
836,181,27042,15343,947,0
2815,25,5337,229,71,0
886,3,69,1,2,0
887,13,3085,67,11,0
51071,16,1000,112,8,0
4860,59,11807,1620,91,0
94234,106,12273,5336,229,0
7750,82,12973,2875,446,0
5063,20,3452,159,31,0
29128,62,15824,1642,249,0
4849,35,6249,484,111,0
854872,1,1644,0,0,0
90411,45,7975,901,89,0
11200,111,17864,5748,357,0
7098,24,2922,230,46,0
5264,22,5181,222,9,0
6890,49,6160,1086,90,0
4676,71,21329,2152,333,0
9879,173,25844,5231,9647,0
23403,23,5267,216,37,0
84984,127,9908,7904,97,0
13835,1,184,0,0,0
11064,159,13507,11759,802,0
388951,12,2260,58,8,0
27301,15,4631,99,6,0
3221,29,5356,385,21,0
1196,92,14240,3822,364,0
79882,39,7479,688,53,0
1791,13,4714,64,14,0
116092,30,6608,392,43,0
2548,32,6022,437,59,0
2720,35,4005,493,102,0
17191,19,3080,107,64,0
4055,75,6960,2673,102,0
23338,36,3061,555,75,0
54520,38,5111,618,85,0
27020,10,1620,43,2,0
127343,94,6104,4337,34,0
5515,262,37342,32154,2037,0
84634,2,267,1,0,0
125115,378,24755,70359,894,0
320714,13,485,65,13,0
11168,58,13584,1424,229,0
951475,109,20232,5494,392,0
85235,5,2520,8,2,0
170572,80,1376,3145,15,0
138311,4,895,6,0,0
1163,79,12958,2810,271,0
285636,4,2151,6,0,0
147650,4,610,4,2,0
147015,3,275,3,0,0
6726,50,7876,1136,89,0
84304,21,1705,202,8,0
148156,12,3271,62,4,0
215819,24,3588,247,29,0
23704,9,1587,32,4,0
3784,33,6236,416,112,0
10155,254,46504,30024,2107,0
5460,66,11080,1966,179,0
3009,61,13815,1626,204,0
50626,28,3874,336,42,0
138429,3,66,2,1,0
3959,146,27943,9452,1133,0
28976,64,5938,1592,424,0
23042,24,6224,257,19,0
63894,11,2585,47,8,0
6648,112,10914,5839,377,0
8533,97,18743,3869,787,0
1478,99,16865,4506,345,0
54760,26,3753,148,177,0
126,28,1395,258,120,0
10758,40,10840,659,121,0
653509,7,279,18,3,0
57659,20,3588,179,11,0
9721,26,4261,258,67,0
8539,39,8675,665,76,0
8721,34,8003,496,65,0
1656,134,28126,8449,462,0
1674,75,11538,2598,177,0
54971,171,16707,14144,391,0
196472,16,3250,109,11,0
72415,15,1029,96,9,0
10402,3,2309,3,0,0
8623,12,3968,65,1,0
269582,16,2046,95,25,0
8711,30,7703,368,67,0
79188,45,7004,940,50,0
144811,28,1450,372,6,0
64426,41,9265,491,329,0
1893,38,4400,669,34,0
54935,31,4071,448,17,0
131583,13,1052,69,9,0
57443,7,2483,9,12,0
8440,182,16716,15965,506,0
340527,23,4466,225,28,0
6232,191,35001,11364,6781,0
51617,17,936,133,3,0
10815,40,4003,743,37,0
23380,26,6349,289,36,0
50618,92,8710,4063,123,0
79184,57,14099,1342,254,0
2965,91,13750,3284,811,0
10018,60,10849,1647,123,0
23220,3,1047,0,3,0
147945,8,1743,23,5,0
151963,18,2336,141,12,0
79673,20,4074,179,11,0
51157,26,5637,308,17,0
10009,51,8564,1160,115,0
2242,49,9407,1082,94,0
54708,36,6898,562,68,0
23678,10,4811,35,10,0
55706,32,6721,411,85,0
1789,78,12093,2593,410,0
310836,1,247,0,0,0
166336,13,2283,78,0,0
290447,3,69,3,0,0
28981,24,6683,205,71,0
56912,8,533,17,11,0
10735,53,9179,1090,288,0
85287,14,2918,43,48,0
1852,11,2704,42,13,0
150684,61,13735,1547,283,0
285367,17,4114,117,19,0
84312,29,3431,290,116,0
1675,5,603,10,0,0
945,13,2387,69,9,0
3886,90,9038,3822,183,0
154881,38,7732,631,72,0
58155,25,5719,256,44,0
10193,62,9524,1825,66,0
3101,32,2439,462,34,0
5236,62,8556,1644,247,0
51,51,4346,970,305,0
9588,78,14113,2778,225,0
4200,9,4589,29,7,0
91662,7,2416,13,8,0
22905,48,7831,1051,77,0
401541,38,2913,600,103,0
3206,24,4218,235,41,0
337972,83,7342,3006,397,0
6397,5,607,10,0,0
2739,42,6120,774,87,0
10202,88,18175,1455,2373,0
11267,49,5765,1096,80,0
268,7,1915,21,0,0
84288,2,527,1,0,0
6927,79,11036,2919,162,0
8204,69,14954,2112,234,0
115950,3,391,3,0,0
10190,70,7121,2319,96,0
79598,58,10554,1417,236,0
3783684,7,1034,18,3,0
55224,15,2856,99,6,0
3096,54,8772,1381,50,0
55365,7,339,20,1,0
10769,51,6809,1245,30,0
55684,41,10578,767,53,0
80174,20,4499,176,14,0
6451,15,2631,96,9,0
23253,18,3329,143,10,0
6629,225,30689,13554,11646,0
105787,24,2479,269,7,0
29982,29,3948,384,22,0
25895,63,13165,1725,228,0
11187,37,6754,603,63,0
7381,111,7844,4372,1733,0
8224,7,1083,16,5,0
5657,15,1254,102,3,0
820,7,445,21,0,0
8942,55,5041,1374,111,0
7133,125,21914,7032,718,0
7006,43,5313,759,144,0
92609,89,21838,3570,346,0
94186,42,5135,670,191,0
9296,53,7716,1192,186,0
8125,66,14699,1932,213,0
130,30,2030,338,97,0
56992,27,4508,335,16,0
79767,14,1306,89,2,0
16554,24,1635,276,0,0
79670,20,4147,186,4,0
372,41,12688,662,158,0
28987,29,8477,342,64,0
5307,88,9629,3499,329,0
83451,22,4773,207,24,0
2300,126,9367,7744,131,0
3344,11,5076,42,13,0
5989,25,3353,271,29,0
51009,51,4917,1168,107,0
23344,33,9919,474,54,0
133686,16,2733,111,9,0
114625,3,200,3,0,0
118471,23,4048,225,28,0
8405,41,6234,771,49,0
40958,1,40,0,0,0
53340,13,362,71,7,0
54974,30,4659,354,81,0
4772,82,13403,2951,370,0
8742,10,1368,40,5,0
337882,34,3043,519,42,0
219541,120,16628,6118,1022,0
22936,29,1997,345,61,0
23225,34,10469,470,91,0
51053,56,8175,1441,99,0
83547,13,792,63,15,0
23339,19,4364,138,33,0
1983,66,15776,1816,329,0
2081,29,8493,322,84,0
2303,37,3649,625,41,0
9745,7,1007,17,4,0
55040,31,2807,431,34,0
65993,105,13316,1999,3461,0
506,158,34764,11006,1397,0
51599,28,5411,354,24,0
84440,11,850,45,10,0
6688,59,7720,1498,213,0
113457,50,14942,940,285,0
26064,62,13028,1556,335,0
6638,51,12809,1039,236,0
53,43,4498,856,47,0
80237,16,1090,90,30,0
7424,5,421,7,3,0
80254,132,10405,7920,726,0
55787,41,9588,692,128,0
4205,77,11982,2720,206,0
29883,48,10826,934,194,0
51435,46,4701,1017,18,0
8991,42,4658,829,32,0
51003,101,9356,4373,677,0
84168,54,7392,1391,40,0
152992,10,406,45,0,0
35,38,1680,389,314,0
7403,28,4705,271,107,0
55257,69,11875,1864,482,0
2892,13,1899,66,12,0
6671,35,2917,554,41,0
139067,19,5064,163,8,0
3813,24,868,273,3,0
5493,73,10355,2537,91,0
76843,32,5647,366,130,0
829,122,28885,6573,808,0
7374,20,6893,155,35,0
53598,72,5602,2461,95,0
9994,24,3779,227,49,0
23408,12,4202,63,3,0
7317,161,30167,11892,988,0
152663,11,5975,9,46,0
22818,28,6282,294,84,0
1487,169,24016,13207,989,0
56344,17,2999,124,12,0
6050,35,9168,564,31,0
8676,91,14333,3741,354,0
100132565,18,2381,145,8,0
51010,33,5840,353,175,0
23016,45,7915,797,193,0
4316,37,1429,595,71,0
25936,32,3283,352,144,0
9141,35,7658,554,41,0
7052,117,21112,6311,475,0
4058,10,1679,32,13,0
94081,52,12897,1197,129,0
64976,120,11425,3850,3290,0
2051,26,6341,296,29,0
51023,86,5724,556,3099,0
22858,29,6954,366,40,0
5315,192,40690,16603,1733,0
8314,62,8589,1778,113,0
339799,2,202,0,1,0
283742,35,12814,486,109,0
